Site_ID,adipose tissue,adrenal gland,blood,bone,bone marrow,brain,breast,cartilage,colon,esophagus,fallopian tube,kidney,liver,lung,muscle,nasopharynx,nose,pancreas,placenta,prostate,skin,spleen,stomach,testis,thyroid gland,tongue,urinary bladder
27442,0.98,0.99,0.97,0.98,0.97,0.98,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.97,0.97,0.98,0.98,0.97,0.96,0.98,0.98,0.96,0.98,0.85,0.97,0.96,0.97
27494,0.92,0.93,0.87,0.91,0.89,0.93,0.92,0.9,0.9,0.87,0.93,0.91,0.85,0.91,0.91,0.89,0.92,0.86,0.44,0.92,0.91,0.83,0.9,0.7,0.92,0.84,0.91
27527,0.94,0.96,0.94,0.98,0.97,0.92,0.95,0.96,0.96,0.94,0.94,0.96,0.95,0.97,0.95,0.95,0.87,0.94,0.93,0.92,0.97,0.96,0.95,0.81,0.95,0.97,0.9
27847,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.96,0.97,0.93,0.97,0.98,0.98,0.98,0.79,0.97,0.97,0.98
27895,0.89,0.95,0.94,0.95,0.95,0.94,0.91,0.92,0.97,0.94,0.97,0.95,0.97,0.95,0.9,0.97,0.94,0.95,0.82,0.95,0.95,0.91,0.97,0.86,0.94,0.94,0.94
28059,0.98,0.98,0.98,0.97,0.96,0.98,0.98,0.98,0.98,0.96,0.99,0.97,0.97,0.98,0.97,0.99,0.98,0.97,0.73,0.98,0.98,0.97,0.99,0.76,0.99,0.98,0.98
28310,0.97,0.94,0.98,0.97,0.98,0.88,0.98,0.91,0.98,0.98,0.96,0.98,0.98,0.98,0.96,0.98,0.97,0.96,0.97,0.97,0.98,0.97,0.99,0.76,0.98,0.98,0.97
28388,0.96,0.97,0.97,0.97,0.98,0.96,0.96,0.96,0.97,0.96,0.91,0.96,0.96,0.97,0.96,0.98,0.97,0.96,0.9,0.93,0.98,0.96,0.98,0.71,0.95,0.97,0.97
28465,0.92,0.93,0.94,0.93,0.94,0.92,0.92,0.93,0.91,0.92,0.82,0.95,0.95,0.95,0.92,0.93,0.9,0.93,0.36,0.91,0.92,0.92,0.93,0.76,0.93,0.94,0.94
29037,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.97,0.97,0.97,0.98,0.98,0.97,0.99,0.98,0.97,0.96,0.96,0.98,0.97,0.98,0.84,0.97,0.97,0.97
29732,0.96,0.98,0.98,0.97,0.97,0.96,0.97,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.94,0.97,0.97,0.96,0.98,0.85,0.98,0.97,0.97
30128,0.96,0.97,0.97,0.97,0.97,0.93,0.94,0.97,0.97,0.97,0.91,0.97,0.97,0.97,0.97,0.97,0.96,0.97,0.96,0.96,0.96,0.96,0.97,0.75,0.97,0.97,0.97
30275,0.95,0.94,0.96,0.98,0.96,0.94,0.96,0.95,0.98,0.96,0.97,0.96,0.95,0.96,0.94,0.98,0.97,0.94,0.47,0.93,0.97,0.93,0.97,0.79,0.95,0.97,0.95
30480,0.04,0.04,0.03,0.02,0.02,0.46,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.19,0.04,0.05,0.04
30797,0.95,0.96,0.94,0.93,0.96,0.94,0.94,0.94,0.96,0.94,0.94,0.95,0.95,0.96,0.94,0.96,0.94,0.94,0.94,0.93,0.94,0.92,0.95,0.8,0.95,0.94,0.95
30814,0.98,0.99,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.95,0.98,0.98,0.98,0.81,0.98,0.98,0.99
31060,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.99,0.97,0.98,0.97,0.97,0.99,0.98,0.98,0.99,0.98,0.98,0.95,0.98,0.96,0.99,0.78,0.98,0.98,0.98
31126,0.88,0.9,0.87,0.85,0.92,0.28,0.88,0.9,0.87,0.87,0.73,0.85,0.91,0.91,0.88,0.9,0.86,0.88,0.86,0.86,0.86,0.89,0.87,0.79,0.89,0.93,0.91
31434,0.97,0.83,0.98,0.96,0.95,0.98,0.97,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.53,0.98,0.98,0.96,0.86,0.97,0.96,0.95,0.98,0.93,0.98,0.88,0.96
31528,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.8,0.99,0.99,0.99
31682,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.96,0.99,0.91,0.97,0.99,0.98,0.97,1,0.99,0.98,0.92,0.99,0.98,0,0.98,0.98,0.99,0.99,0.99
31923,0.9,0.92,0.8,0.87,0.81,0.91,0.9,0.91,0.93,0.9,0.92,0.91,0.92,0.91,0.91,0.93,0.86,0.91,0.88,0.9,0.92,0.88,0.94,0.7,0.92,0.88,0.9
32287,0.93,0.94,0.91,0.92,0.91,0.89,0.94,0.93,0.94,0.93,0.93,0.92,0.95,0.94,0.92,0.94,0.93,0.95,0.61,0.92,0.93,0.93,0.95,0.77,0.96,0.92,0.94
33544,0.03,0.03,0.06,0.05,0.08,0.04,0.05,0.05,0.47,0.07,0.04,0.05,0.04,0.06,0.04,0.05,0.04,0.07,0.02,0.09,0.04,0.05,0.11,0.03,0.04,0.06,0.09
33674,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.44,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
33897,0.97,0.96,0.98,0.98,0.96,0.97,0.93,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.98,0.98,0.95,0.14,0.94,0.98,0.97,0.98,0.74,0.98,0.97,0.97
34285,0.96,0.95,0.96,0.98,0.95,0.96,0.96,0.97,0.98,0.96,0.97,0.95,0.93,0.97,0.96,0.97,0.98,0.95,0.97,0.95,0.98,0.93,0.98,0.92,0.97,0.93,0.97
34517,0.99,0.99,0.98,0.96,0.97,0.98,0.99,0.88,0.99,0.98,0.99,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.49,0.99,0.99,0.98,0.99,0.81,0.99,0.99,0.99
34895,0.92,0.94,0.94,0.94,0.95,0.93,0.92,0.89,0.95,0.92,0.93,0.93,0.95,0.95,0.91,0.96,0.95,0.93,0.94,0.92,0.93,0.89,0.95,0.7,0.94,0.93,0.91
35777,0.97,0.98,0.97,0.97,0.97,0.98,0.96,0.97,0.98,0.97,0.96,0.96,0.97,0.98,0.96,0.97,0.97,0.97,0.93,0.96,0.97,0.96,0.98,0.79,0.97,0.96,0.97
36117,0.96,0.97,0.96,0.97,0.96,0.96,0.96,0.95,0.96,0.94,0.97,0.96,0.96,0.97,0.95,0.97,0.96,0.94,0.95,0.96,0.96,0.93,0.96,0.83,0.95,0.96,0.96
36131,0.96,0.96,0.96,0.95,0.96,0.96,0.93,0.95,0.96,0.94,0.92,0.92,0.94,0.96,0.94,0.97,0.96,0.94,0.39,0.94,0.97,0.95,0.97,0.76,0.94,0.95,0.92
36329,0.9,0.94,0.92,0.88,0.93,0.86,0.93,0.9,0.93,0.94,0.85,0.89,0.96,0.96,0.89,0.94,0.93,0.95,0.95,0.94,0.9,0.86,0.96,0.73,0.91,0.91,0.94
36388,0.92,0.96,0.94,0.93,0.94,0.95,0.93,0.92,0.95,0.92,0.94,0.93,0.94,0.95,0.91,0.95,0.93,0.94,0.68,0.93,0.94,0.82,0.96,0.77,0.94,0.95,0.93
36402,0.94,0.94,0.94,0.9,0.95,0.91,0.92,0.95,0.9,0.92,0.77,0.94,0.95,0.95,0.93,0.93,0.9,0.93,0.91,0.93,0.92,0.94,0.91,0.72,0.94,0.95,0.95
36698,0.97,0.97,0.96,0.96,0.96,0.95,0.97,0.96,0.96,0.96,0.95,0.96,0.97,0.85,0.96,0.97,0.96,0.97,0.97,0.93,0.97,0.96,0.97,0.88,0.44,0.97,0.98
37167,0.94,0.94,0.96,0.94,0.96,0.92,0.93,0.93,0.95,0.95,0.89,0.96,0.96,0.96,0.93,0.94,0.94,0.94,0.92,0.95,0.93,0.95,0.96,0.75,0.95,0.97,0.96
37445,0.96,0.97,0.98,0.98,0.97,0.95,0.97,0.96,0.98,0.96,0.98,0.97,0.98,0.98,0.96,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.82,0.97,0.97,0.97
37545,0.9,0.91,0.92,0.9,0.92,0.9,0.89,0.87,0.92,0.88,0.91,0.9,0.92,0.92,0.51,0.92,0.92,0.89,0.89,0.89,0.86,0.88,0.92,0.87,0.93,0.84,0.9
37631,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.98,0.89,0.98,0.98,0.98,0.99,0.83,0.99,0.97,0.98
38001,0.94,0.96,0.94,0.91,0.91,0.94,0.96,0.95,0.96,0.93,0.97,0.97,0.96,0.95,0.93,0.95,0.94,0.95,0.49,0.95,0.95,0.87,0.96,0.74,0.95,0.91,0.95
38569,0.96,0.96,0.94,0.98,0.95,0.97,0.95,0.96,0.96,0.95,0.95,0.95,0.95,0.97,0.95,0.97,0.96,0.95,0.86,0.92,0.96,0.9,0.97,0.79,0.94,0.94,0.95
38848,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,0.8,0.99,0.99,0.99
38930,0.91,0.93,0.92,0.93,0.92,0.94,0.93,0.95,0.93,0.88,0.96,0.92,0.9,0.93,0.91,0.9,0.94,0.92,0.78,0.93,0.9,0.89,0.92,0.6,0.93,0.82,0.9
39169,0.98,0.99,0.98,0.98,0.97,0.93,0.98,0.97,0.99,0.98,0.98,0.98,0.99,0.99,0.97,0.99,0.99,0.98,0.62,0.98,0.99,0.98,0.99,0.87,0.98,0.97,0.98
39183,0.98,0.98,0.98,0.99,0.98,0.98,0.97,0.97,0.97,0.95,0.97,0.97,0.95,0.98,0.97,0.99,0.99,0.95,0.64,0.95,0.98,0.97,0.98,0.84,0.94,0.97,0.97
39308,0.99,0.99,0.98,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,1,0.99,0.99,0.79,0.99,0.99,0,1,0.81,0.99,1,0.99
39446,0.97,0.97,0.96,0.96,0.95,0.97,0.97,0.97,0.97,0.95,0.96,0.96,0.96,0.97,0.96,0.97,0.97,0.96,0.74,0.97,0.97,0.97,0.97,0.81,0.97,0.96,0.96
39895,0.9,0.89,0.94,0.83,0.89,0.7,0.85,0.89,0.92,0.85,0.83,0.89,0.94,0.93,0.81,0.94,0.93,0.9,0.86,0.87,0.88,0.84,0.93,0.69,0.94,0.91,0.91
40147,0.94,0.96,0.94,0.95,0.94,0.94,0.94,0.94,0.96,0.95,0.94,0.93,0.96,0.96,0.93,0.96,0.95,0.94,0.9,0.94,0.95,0.91,0.96,0.77,0.94,0.94,0.94
40487,0.98,0.98,0.98,0.98,0.98,0.95,0.93,0.97,0.97,0.96,0.97,0.97,0.98,0.97,0.96,0.99,0.97,0.98,0.98,0.72,0.97,0.99,0.98,0.95,0.95,0.96,0.96
40793,0.97,0.98,0.96,0.96,0.95,0.95,0.96,0.96,0.96,0.96,0.91,0.96,0.97,0.98,0.96,0.97,0.96,0.97,0.95,0.95,0.96,0.96,0.97,0.72,0.96,0.96,0.97
41217,0.95,0.94,0.96,0.97,0.95,0.75,0.95,0.87,0.97,0.95,0.96,0.93,0.97,0.97,0.93,0.95,0.91,0.94,0.96,0.92,0.94,0.96,0.97,0.76,0.95,0.95,0.93
41276,0.98,0.98,0.98,1,0.99,0.96,0.98,0.99,0.99,0.97,0.97,0.98,0.98,0.98,0.98,0,0.98,0.99,0.98,0.99,0.98,1,0.99,0.81,0.99,0.99,0.99
41327,0.98,0.97,0.98,0.95,0.96,0.95,0.98,0.98,0.98,0.96,0.99,0.98,0.98,0.98,0.98,0.98,0.95,0.98,0.75,0.99,0.98,0.96,0.99,0.77,0.98,0.97,0.96
41403,0.92,0.9,0.95,0.92,0.95,0.9,0.94,0.92,0.95,0.92,0.91,0.93,0.95,0.95,0.91,0.94,0.92,0.93,0.91,0.93,0.87,0.93,0.94,0.71,0.93,0.93,0.95
41651,0.98,0.99,0.98,0.98,0.97,0.97,0.99,0.99,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.97,0.99,0.98,0.96,0.97,0.99,0.96,0.97,0.87,0.99,0.97,0.98
41688,0.98,0.97,0.98,0.98,0.97,0.98,0.99,0.98,0.99,0.95,0.98,0.98,0.98,0.99,0.97,0.99,0.99,0.97,0.74,0.96,0.95,0.98,0.99,0.78,0.97,0.96,0.97
42029,0.93,0.95,0.92,0.91,0.93,0.95,0.88,0.92,0.92,0.94,0.89,0.94,0.95,0.94,0.9,0.95,0.94,0.94,0.8,0.93,0.94,0.95,0.94,0.71,0.94,0.94,0.94
42364,0.96,0.98,0.96,0.94,0.95,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.96,0.97,0.89,0.97,0.97,0.96,0.97,0.96,0.97,0.95,0.97,0.76,0.96,0.95,0.97
42585,0.96,0.97,0.94,0.97,0.94,0.97,0.95,0.95,0.95,0.94,0.96,0.95,0.96,0.96,0.96,0.94,0.96,0.96,0.92,0.93,0.96,0.95,0.96,0.81,0.95,0.93,0.94
42667,0.98,0.99,0.98,0.98,0.97,0.98,0.92,0.98,0.98,0.98,0.97,0.97,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.97,0.98,0.94,0.99,0.85,0.98,0.98,0.98
42804,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.16,0.04,0.03,0.04,0.17,0.04,0.03,0.04,0.02,0.04,0.1,0.07,0.02,0.04,0.07,0.03,0.03,0.08,0.06
42906,0.93,0.94,0.93,0.9,0.93,0.92,0.93,0.93,0.92,0.93,0.88,0.92,0.94,0.94,0.93,0.93,0.89,0.94,0.87,0.93,0.92,0.94,0.93,0.78,0.93,0.95,0.95
43328,1,1,1,0.99,0.98,1,1,0.99,1,0.99,0.99,0.99,0.99,1,0.99,1,1,1,0.99,0.99,1,1,1,0.75,1,0.99,0.99
43817,0.98,0.98,0.98,0.99,0.99,0.97,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.99,0.21,0.98,0.99,0.99,0.99,0.83,0.98,0.94,0.98
43983,0.98,0.99,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.97,0.99,0.97,0.97,0.99,0.98,0.99,0.99,0.97,0.84,0.98,0.98,0.95,0.99,0.83,0.98,0.97,0.98
44019,0.98,0.98,0.98,0.95,0.97,0.97,0.97,0.98,0.97,0.97,0.95,0.98,0.98,0.98,0.97,0.98,0.96,0.98,0.63,0.95,0.97,0.98,0.97,0.83,0.98,0.94,0.98
44251,0.98,0.97,0.98,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.96,0.98,0.97,0.98,0.97,0.99,0.98,0.95,0.57,0.96,0.98,0.98,0.99,0.85,0.98,0.97,0.97
44332,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.86,0.99,0.99,0.99
44390,0,0,0.12,0.15,0,0,0.13,0,0,0,0,0.17,0,0.18,0.12,0,0,0,0.01,0.93,0,0,0,0,0,0,0
44413,0.9,0.89,0.9,0.86,0.91,0.86,0.9,0.93,0.91,0.9,0.88,0.91,0.91,0.91,0.89,0.92,0.92,0.9,0.85,0.92,0.91,0.86,0.91,0.71,0.94,0.92,0.91
44824,0.84,0.86,0.82,0.84,0.82,0.86,0.81,0.84,0.89,0.86,0.87,0.84,0.8,0.84,0.81,0.83,0.86,0.8,0.44,0.82,0.85,0.81,0.88,0.66,0.8,0.84,0.82
45591,0.94,0.97,0.94,0.95,0.95,0.95,0.94,0.95,0.94,0.95,0.92,0.94,0.95,0.96,0.95,0.96,0.94,0.95,0.84,0.91,0.94,0.89,0.96,0.75,0.94,0.94,0.95
45670,0.96,0.97,0.96,0.98,0.97,0.82,0.97,0.97,0.98,0.96,0.96,0.95,0.97,0.98,0.96,0.98,0.97,0.97,0.97,0.96,0.97,0.95,0.98,0.93,0.97,0.96,0.96
45810,0.97,0.97,0.96,0.96,0.97,0.94,0.96,0.96,0.76,0.96,0.94,0.96,0.96,0.97,0.97,0.97,0.96,0.96,0.96,0.93,0.91,0.95,0.96,0.9,0.96,0.95,0.96
46313,0.95,0.96,0.94,0.93,0.96,0.94,0.94,0.95,0.96,0.94,0.95,0.94,0.95,0.95,0.94,0.96,0.95,0.93,0.94,0.95,0.95,0.95,0.95,0.79,0.94,0.94,0.94
46650,0.96,0.95,0.96,0.95,0.93,0.97,0.97,0.95,0.97,0.96,0.96,0.97,0.96,0.98,0.95,0.98,0.98,0.97,0.37,0.97,0.97,0.96,0.98,0.67,0.98,0.98,0.96
46697,0.92,0.85,0.94,0.94,0.95,0.83,0.94,0.91,0.93,0.95,0.87,0.92,0.96,0.95,0.92,0.95,0.92,0.94,0.94,0.9,0.93,0.94,0.95,0.76,0.93,0.95,0.96
47525,0.98,0.97,0.98,0.96,0.96,0.98,0.98,0.98,0.97,0.95,0.93,0.84,0.97,0.95,0.97,0.99,0.98,0.97,0.87,0.95,0.98,0.96,0.98,0.86,0.32,0.97,0.94
48022,0.98,0.88,0.96,0.98,0.96,0.98,0.97,0.95,0.97,0.95,0.97,0.94,0.97,0.98,0.95,0.98,0.98,0.97,0.67,0.97,0.98,0.98,0.98,0.8,0.97,0.94,0.97
48181,0.84,0.83,0.91,0.84,0.9,0.87,0.9,0.87,0.92,0.89,0.88,0.9,0.88,0.87,0.84,0.89,0.93,0.86,0.73,0.91,0.85,0.85,0.89,0.69,0.87,0.9,0.87
48279,0.91,0.92,0.92,0.92,0.9,0.91,0.91,0.87,0.95,0.9,0.95,0.89,0.92,0.92,0.87,0.93,0.92,0.92,0.51,0.92,0.93,0.91,0.94,0.75,0.87,0.87,0.91
48464,0.95,0.92,0.96,0.98,0.95,0.31,0.96,0.98,0.97,0.94,0.99,0.97,0.97,0.97,0.91,0.97,0.98,0.9,0.74,0.97,0.94,0.98,0.98,0.89,0.96,0.89,0.95
48803,0.94,0.96,0.9,0.93,0.88,0.96,0.94,0.94,0.95,0.94,0.95,0.94,0.87,0.95,0.94,0.94,0.92,0.95,0.75,0.93,0.95,0.93,0.96,0.81,0.95,0.93,0.95
49300,0.99,0.99,0.99,0.97,0.97,0.98,0.86,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.97,0.97,0.99,0.99,0.99,0.76,0.99,0.99,0.99
49503,0.96,0.97,0.96,0.92,0.97,0.96,0.93,0.97,0.95,0.95,0.87,0.79,0.54,0.98,0.93,0.98,0.95,0.96,0.94,0.95,0.96,0.97,0.96,0.88,0.96,0.97,0.97
49539,0.9,0.93,0.86,0.85,0.85,0.9,0.89,0.87,0.9,0.88,0.9,0.9,0.91,0.91,0.89,0.89,0.89,0.9,0.86,0.92,0.92,0.85,0.91,0.68,0.91,0.88,0.9
49691,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.98,0.97,0.97,0.99,0.99,0.97,0.95,0.96,0.98,0.97,0.97,0.81,0.98,0.97,0.98
49764,0.92,0.92,0.92,0.89,0.92,0.89,0.91,0.92,0.93,0.92,0.92,0.94,0.92,0.93,0.91,0.94,0.87,0.92,0.89,0.92,0.9,0.93,0.91,0.71,0.91,0.92,0.93
49852,0.91,0.94,0.9,0.94,0.94,0.91,0.91,0.92,0.93,0.91,0.92,0.9,0.92,0.93,0.9,0.94,0.93,0.9,0.91,0.89,0.93,0.87,0.93,0.79,0.9,0.92,0.91
49935,0.98,0.98,0.97,0.98,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.99,0.98,0.97,0.39,0.95,0.98,0.96,0.98,0.8,0.97,0.97,0.97
50053,0.98,0.98,0.98,0.98,0.98,0.94,0.97,0.98,0.98,0.98,0.95,0.97,0.98,0.97,0.97,1,0.93,0.98,0.97,0.97,0.97,0.97,0.98,0.92,0.98,0.97,0.96
50199,0.97,0.98,0.98,0.99,0.97,0.96,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.99,0.97,0.98,0.85,0.97,0.98,0.96,0.98,0.86,0.97,0.98,0.98
50385,0.94,0.94,0.93,0.95,0.95,0.89,0.94,0.86,0.95,0.87,0.91,0.92,0.94,0.95,0.93,0.96,0.93,0.88,0.92,0.9,0.87,0.88,0.93,0.73,0.95,0.87,0.92
50580,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.98,0.99,0.99,0.98,0.98,0.95,0.98,0.98,0.99,0.81,0.98,0.96,0.98
50621,0.98,0.98,0.98,0.96,0.97,0.98,0.97,0.98,0.97,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.95,0.97,0.96,0.98,0.8,0.98,0.98,0.98
51154,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.97,0.97,0.95,0.98,0.98,0.99,0.98,0.99,0.98,0.98,0.89,0.97,0.98,0.97,0.99,0.76,0.98,0.98,0.98
51170,0.97,0.96,0.96,0.97,0.97,0.96,0.98,0.98,0.98,0.95,0.97,0.95,0.98,0.98,0.97,0,0.97,0.97,0.95,0.94,0.97,0.96,0.98,0.86,0.98,0.98,0.99
51269,0.06,0.38,0.06,0.04,0.05,0.05,0.05,0.05,0.07,0.06,0.05,0.06,0.07,0.06,0.05,0.1,0.05,0.06,0.04,0.06,0.05,0.06,0.1,0.03,0.05,0.05,0.06
51604,0.94,0.95,0.95,0.95,0.94,0.92,0.95,0.93,0.95,0.94,0.94,0.95,0.96,0.95,0.94,0.95,0.94,0.94,0.91,0.94,0.94,0.94,0.95,0.71,0.91,0.96,0.93
51918,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
52488,0.93,0.93,0.92,0.91,0.94,0.88,0.92,0.88,0.93,0.92,0.85,0.92,0.94,0.92,0.92,0.94,0.91,0.92,0.46,0.91,0.92,0.92,0.93,0.76,0.9,0.93,0.94
52580,0.97,0.98,0.98,0.99,0.98,0.97,0.95,0.97,0.99,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.99,0.98,0.65,0.97,0.98,0.96,0.99,0.85,0.97,0.97,0.97
52620,0.99,0.99,0.99,1,0.99,0.49,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,1,0.99,0.99,0.97,0.99,0.99,1,0.94,0.99,0.98,0.99
52892,0.94,0.95,0.94,0.9,0.91,0.92,0.94,0.94,0.96,0.93,0.94,0.93,0.93,0.96,0.95,0.94,0.93,0.94,0.93,0.95,0.94,0.93,0.93,0.69,0.96,0.95,0.96
52984,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.99,0.99,0.98,0.98,0.97,0.98,0.96,0.99,0.8,0.98,0.97,0.98
53404,0.98,0.97,0.98,0.98,0.97,0.92,0.99,0.98,0.99,0.94,0.98,0.98,0.98,0.96,0.98,0,0.97,0.97,0.54,0.97,0.99,0.98,0.98,0.81,0.97,0.96,0.99
53762,0.98,0.99,0.99,0.99,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.72,0.99,0.99,0.99
54273,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.5,0.03,0.03,0.03,0.03,0.02,0.25,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03
54424,0.96,0.96,0.96,0.94,0.94,0.96,0.96,0.95,0.97,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.92,0.48,0.94,0.97,0.89,0.97,0.73,0.91,0.93,0.95
54437,0.98,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.98,0.96,0.97,0.97,0.98,0.98,0.97,0.99,0.98,0.98,0.97,0.97,0.98,0.96,0.98,0.78,0.98,0.98,0.98
54445,0.96,0.97,0.97,0.97,0.97,0.96,0.94,0.95,0.97,0.96,0.95,0.96,0.97,0.97,0.95,0.97,0.96,0.96,0.95,0.95,0.96,0.96,0.97,0.84,0.96,0.96,0.95
54564,0.95,0.98,0.87,0.96,0.89,0.98,0.94,0.98,0.98,0.97,0.99,0.98,0.97,0.97,0.96,0.99,0.9,0.98,0.36,0.98,0.99,0.96,0.99,0.76,0.99,0.9,0.97
54770,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.98,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.77,0.95,0.98,0.97,0.99,0.81,0.98,0.97,0.97
54928,0.03,0.03,0.03,0.04,0.02,0.04,0.03,0.04,0.04,0.03,0.02,0.05,0.43,0.04,0.02,0.06,0.02,0.07,0.03,0.05,0.05,0.07,0.04,0.03,0.03,0.06,0.07
54943,0.95,0.96,0.94,0.92,0.91,0.95,0.96,0.96,0.96,0.93,0.95,0.94,0.93,0.95,0.95,0.97,0.96,0.95,0.22,0.95,0.96,0.93,0.96,0.71,0.97,0.96,0.95
56433,0.97,0.95,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.95,0.95,0.96,0.97,0.98,0.96,0.98,0.97,0.97,0.95,0.97,0.97,0.96,0.97,0.75,0.97,0.98,0.97
56518,0.98,0.98,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.97,0.93,0.98,0.98,0.98,0.99,0.99,0.99,0.98,0.96,0.98,0.98,0.99,0.7,0.99,0.96,0.98
56643,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.99,0.99,0.98,0.9,0.98,0.99,0.97,0.98,0.87,0.98,0.97,0.98
56832,0.11,0.13,0.1,0.14,0.09,0.07,0.17,0.22,0.25,0.12,0.22,0.1,0.64,0.12,0.15,0.18,0.09,0.1,0.1,0.11,0.1,0.15,0.2,0.16,0.11,0.17,0.12
57019,0.94,0.96,0.9,0.95,0.92,0.96,0.93,0.97,0.95,0.95,0.98,0.96,0.95,0.94,0.95,0.97,0.96,0.93,0.36,0.97,0.95,0.92,0.97,0.75,0.95,0.95,0.95
57037,0.96,0.96,0.96,0.95,0.96,0.95,0.95,0.95,0.93,0.95,0.77,0.96,0.97,0.96,0.95,0.96,0.96,0.94,0.8,0.92,0.96,0.95,0.96,0.71,0.96,0.95,0.95
57834,0.96,0.96,0.96,0.97,0.95,0.96,0.95,0.97,0.97,0.96,0.95,0.95,0.97,0.97,0.97,0.95,0.96,0.97,0.92,0.97,0.96,0.97,0.98,0.68,0.97,0.97,0.97
58056,0.96,0.97,0.93,0.97,0.96,0.96,0.94,0.95,0.95,0.94,0.95,0.94,0.94,0.95,0.95,0.92,0.96,0.95,0.95,0.94,0.95,0.9,0.96,0.78,0.94,0.92,0.93
