Site_ID,adipose tissue,adrenal gland,arteries,breast,colon,esophagus,heart,liver,lung,muscle,ovary,pancreas,Peyer's patch,prostate,skin,spinal nerves,spleen,stomach,testis,thyroid gland,uterus,vagina
46650,0.92,0.89,0.87,0.97,0.94,0.92,0.96,0.95,0.95,0.95,0.98,0.97,0.92,1,0.95,0.91,0.94,0.95,0.3,0.93,0.91,0.94
46697,0.94,0.9,0.93,0.94,0.95,0.94,0.92,0.95,0.94,0.92,0.93,0.94,0.95,0.95,0.93,0.91,0.94,0.96,0.73,0.93,0.93,0.93
47525,0.92,0.94,0.92,0.87,0.93,0.94,0.91,0.97,0.91,0.94,0.93,0.92,0.97,0.9,0.94,0.95,0.95,0.92,0.83,0.38,0.93,0.94
48022,0.98,0.86,0.98,0.97,0.97,0.98,0.98,0.97,0.96,0.98,0.97,0.96,0.97,0.99,0.98,0.98,0.97,0.98,0.64,0.98,0.98,0.98
48181,0.91,0.93,0.93,0.94,0.94,0.9,0.92,0.94,0.95,0.92,0.95,0.96,0.93,0.94,0.94,0.94,0.93,0.94,0.61,0.92,0.94,0.94
48279,0.92,0.86,0.91,0.92,0.91,0.9,0.92,0.91,0.88,0.88,0.94,0.93,0.93,0.94,0.92,0.9,0.92,0.9,0.65,0.88,0.9,0.89
48464,0.96,0.91,0.97,0.98,0.93,0.92,0.93,0.98,0.95,0.94,0.99,0.88,0.97,0.98,0.92,0.61,0.96,0.96,0.79,0.97,0.97,0.96
48803,0.94,0.97,0.96,0.96,0.96,0.96,0.96,0.87,0.94,0.95,0.97,0.95,0.95,0.96,0.96,0.97,0.92,0.96,0.75,0.96,0.96,0.95
49300,0.96,0.98,0.97,0.82,0.96,0.96,0.96,0.97,0.98,0.96,0.96,0.97,0.97,0.94,0.97,0.97,0.97,0.97,0.72,0.96,0.97,0.96
49503,0.95,0.96,0.97,0.95,0.98,0.96,0.97,0.54,0.98,0.96,0.96,0.94,0.97,0.98,0.96,0.96,0.97,0.97,0.96,0.96,0.96,0.97
49539,0.91,0.91,0.9,0.92,0.9,0.92,0.92,0.93,0.92,0.92,0.94,0.95,0.9,0.92,0.91,0.9,0.88,0.91,0.63,0.92,0.9,0.91
49691,0.94,0.96,0.96,0.96,0.97,0.96,0.94,0.96,0.96,0.95,0.96,0.9,0.98,0.9,0.96,0.97,0.95,0.95,0.55,0.95,0.92,0.97
49852,0.95,0.96,0.95,0.95,0.94,0.96,0.96,0.95,0.96,0.94,0.96,0.95,0.97,0.97,0.95,0.95,0.96,0.96,0.78,0.95,0.96,0.94
49935,0.98,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.77,0.99,0.99,0.99
50053,0.94,0.97,0.96,0.93,0.97,0.97,0.98,0.99,0.97,0.97,0.65,0.97,0.98,0.98,0.96,0.98,0.98,0.96,0.97,0.97,0.97,0.97
50199,0.96,0.97,0.98,0.89,0.98,0.98,0.98,0.95,0.97,0.98,0.97,0.99,0.98,0.98,0.98,0.99,0.97,0.97,0.76,0.98,0.97,0.99
50385,0.96,0.96,0.96,0.97,0.96,0.94,0.98,0.94,0.96,0.96,0.98,0.89,0.94,0.98,0.9,0.95,0.94,0.92,0.69,0.97,0.97,0.96
50580,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.96,0.99,0.67,0.98,0.97,0.98
50621,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98
51154,0.96,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.97,0.99,0.59,0.99,0.99,0.99
51170,0.9,0.97,0.96,0.96,0.96,0.97,0.96,0.95,0.98,0.96,0.57,0.97,0.98,1,0.98,0.98,0.97,0.99,0.9,0.98,0.94,0.96
51269,0.01,0.47,0.01,0.02,0.02,0.02,0.01,0.03,0.02,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.04,0.01,0.02,0.01,0.01,0.04
51604,0.93,0.97,0.96,0.95,0.96,0.96,0.94,0.96,0.97,0.96,0.93,0.95,0.96,0.95,0.96,0.94,0.96,0.94,0.6,0.92,0.96,0.97
51918,0.01,0.01,0,0.01,0,0.01,0,0.31,0.01,0.01,0.01,0.01,0,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0
52488,0.94,0.94,0.93,0.91,0.94,0.92,0.93,0.94,0.91,0.92,0.92,0.93,0.95,0.94,0.94,0.91,0.94,0.93,0.77,0.91,0.92,0.92
52580,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.96,0.96,0.97,0.98,0.99,0.99,0.98,0.98,0.97,0.98,0.77,0.98,0.95,0.97
52620,0.98,0.99,0.99,0.92,0.98,0.99,0.99,0.98,0.99,0.99,0.97,0.99,0.99,1,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99
52892,0.92,0.96,0.97,0.93,0.98,0.96,0.96,0.96,0.98,0.94,0.95,0.94,0.99,0.97,0.97,0.97,0.97,0.93,0.47,0.97,0.96,0.97
52984,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.99,0.99,0.98,0.98,0.97,0.99,0.69,0.99,0.96,0.99
53404,0.88,0.98,0.98,0.96,0.99,0.96,0.98,1,0.98,0.98,0.98,0.97,0.98,0.99,0.99,0.96,0.98,0.98,0.7,0.97,0.98,0.98
53762,0.98,0.98,0.99,0.97,0.98,0.98,0.98,0.99,0.98,0.98,0.86,0.99,0.98,0.98,0.98,0.99,0.98,0.99,0.57,0.98,0.99,0.98
54273,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.68,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.02
54424,0.95,0.94,0.96,0.98,0.96,0.96,0.97,0.96,0.96,0.96,0.96,0.92,0.97,0.99,0.98,0.97,0.96,0.96,0.6,0.93,0.97,0.94
54437,0.94,0.95,0.96,0.94,0.97,0.96,0.96,0.97,0.96,0.96,0.95,0.97,0.96,0.95,0.96,0.95,0.96,0.97,0.5,0.97,0.97,0.96
54445,0.96,0.95,0.96,0.97,0.96,0.96,0.97,0.97,0.97,0.96,0.95,0.97,0.97,0.98,0.96,0.94,0.97,0.98,0.84,0.97,0.96,0.98
54564,0.96,0.99,0.98,0.91,0.98,0.98,0.99,0.98,0.95,0.99,0.99,0.98,0.97,0.99,0.98,0.99,0.94,0.97,0.68,0.99,0.98,0.98
54770,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.99,0.99,0.98,0.99,0.98,0.98,0.98,0.99,0.8,0.99,0.98,0.98
54928,0.07,0.06,0.06,0.07,0.07,0.08,0.06,0.45,0.06,0.06,0.09,0.1,0.09,0.07,0.08,0.07,0.08,0.06,0.05,0.06,0.07,0.07
54943,0.94,0.94,0.97,0.95,0.97,0.98,0.96,0.94,0.96,0.98,0.97,0.96,0.97,1,0.98,0.97,0.96,0.96,0.59,0.98,0.97,0.96
56433,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.96,0.95,0.96,0.96,0.97,0.96,0.62,0.97,0.96,0.98
56518,0.95,0.96,0.97,0.94,0.96,0.96,0.98,0.96,0.97,0.96,0.94,0.96,0.98,0.98,0.96,0.96,0.97,0.98,0.59,0.97,0.96,0.97
56643,0.95,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.98,1,0.99,0.99,0.98,0.99,0.82,0.99,0.99,0.99
57019,0.98,0.99,0.97,0.97,0.99,0.98,0.98,0.99,0.99,0.98,0.99,0.96,0.99,1,0.98,0.99,0.99,0.96,0.69,0.98,1,0.98
57037,0.92,0.93,0.94,0.91,0.96,0.95,0.95,0.96,0.97,0.96,0.92,0.9,0.96,0.97,0.96,0.95,0.96,0.96,0.64,0.97,0.95,0.94
57834,0.97,0.97,0.95,0.95,0.95,0.97,0.96,0.96,0.97,0.96,0.96,0.96,0.97,0.96,0.98,0.96,0.97,0.97,0.58,0.96,0.92,0.98
58056,0.96,0.96,0.96,0.97,0.96,0.96,0.97,0.97,0.96,0.96,0.98,0.96,0.94,0.98,0.94,0.97,0.94,0.96,0.72,0.97,0.97,0.95
58339,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.78,0.99,0.99,0.98
59504,0.86,0.9,0.92,0.91,0.89,0.9,0.9,0.91,0.92,0.9,0.87,0.91,0.85,0.93,0.9,0.91,0.86,0.9,0.57,0.92,0.93,0.91
59984,0.92,0.91,0.95,0.95,0.93,0.9,0.94,0.93,0.93,0.94,0.88,0.92,0.92,0.92,0.9,0.91,0.94,0.93,0.67,0.94,0.91,0.93
60075,0.96,0.98,0.96,0.97,0.97,0.98,0.96,0.98,0.97,0.98,0.94,0.98,0.98,1,0.96,0.98,0.97,0.96,0.65,0.96,0.96,0.98
60768,0.92,0.88,0.97,0.96,0.9,0.91,0.96,0.98,0.99,0.9,0.99,0.96,0.95,0.88,0.86,0.65,0.96,0.9,0.96,0.88,0.95,0.89
60883,0.81,0.81,0.78,0.83,0.78,0.84,0.79,0.87,0.82,0.85,0.86,0.9,0.77,0.81,0.86,0.81,0.82,0.88,0.42,0.82,0.83,0.86
61030,0.94,0.96,0.96,0.96,0.97,0.98,0.98,0.97,0.97,0.98,0.95,0.98,0.97,0.99,0.96,0.94,0.95,0.98,0.78,0.96,0.96,0.97
61216,0.95,0.97,0.96,0.97,0.97,0.96,0.96,0.96,0.97,0.96,0.96,0.97,0.96,0.96,0.96,0.96,0.95,0.96,0.64,0.96,0.97,0.97
61486,0.95,0.96,0.96,0.95,0.98,0.94,0.97,0.98,0.96,0.96,0.96,0.98,0.98,0.94,0.93,0.96,0.97,0.97,0.67,0.97,0.95,0.98
61745,0.94,0.99,0.71,0.97,0.94,0.93,0.95,0.99,0.98,0.94,0.96,0.93,0.97,0.97,0.96,0.92,0.97,0.96,0.96,0.97,0.95,0.99
62319,0.93,0.97,0.98,0.93,0.98,0.98,0.99,0.98,0.98,0.98,0.87,0.99,0.98,0.99,0.98,0.99,0.98,1,0.71,0.99,0.96,0.99
63024,0.96,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.96,0.99,0.98,0.99,0.99,1,0.98,0.99,0.93,0.99,0.67,0.98,0.98,0.99
63174,0.94,0.96,0.89,0.97,0.94,0.92,0.9,0.96,0.96,0.94,0.93,0.98,0.93,0.98,0.96,0.9,0.96,0.95,0.65,0.96,0.93,0.94
63445,0.03,0.44,0.04,0.02,0.04,0.03,0.03,0.03,0.04,0.12,0.03,0.03,0.05,0.03,0.03,0.04,0.08,0.06,0.04,0.04,0.02,0.06
63535,0.94,0.92,0.94,0.91,0.94,0.93,0.94,0.97,0.94,0.92,0.93,0.94,0.92,0.97,0.94,0.92,0.92,0.94,0.54,0.94,0.93,0.95
63854,0.87,0.86,0.91,0.93,0.92,0.92,0.92,0.92,0.89,0.91,0.42,0.89,0.91,0.92,0.9,0.89,0.91,0.91,0.83,0.92,0.89,0.89
63993,0.92,0.91,0.91,0.91,0.92,0.92,0.92,0.94,0.92,0.92,0.93,0.94,0.93,0.94,0.94,0.92,0.94,0.94,0.65,0.94,0.91,0.91
64031,0.93,0.95,0.94,0.94,0.94,0.94,0.95,0.95,0.93,0.94,0.95,0.96,0.94,0.93,0.94,0.94,0.95,0.93,0.75,0.94,0.94,0.94
64043,0.96,0.97,0.95,0.96,0.98,0.98,0.96,0.97,0.97,0.98,0.98,0.96,0.98,0.98,0.96,0.98,0.96,0.98,0.77,0.95,0.97,0.97
64862,0.96,0.96,0.94,0.96,0.95,0.95,0.95,0.96,0.97,0.95,0.91,0.97,0.96,0.94,0.96,0.92,0.95,0.96,0.69,0.95,0.95,0.96
65928,0.9,0.93,0.9,0.91,0.92,0.92,0.94,0.93,0.96,0.9,0.88,0.95,0.9,0.96,0.9,0.91,0.92,0.91,0.58,0.92,0.94,0.94
65978,0.87,0.89,0.88,0.88,0.9,0.89,0.88,0.93,0.93,0.84,0.93,0.94,0.91,0.95,0.88,0.78,0.92,0.92,0.86,0.93,0.92,0.91
66469,0.78,0.85,0.86,0.81,0.86,0.82,0.82,0.74,0.86,0.79,0.77,0.84,0.85,0.85,0.8,0.79,0.82,0.85,0.48,0.86,0.86,0.81
66594,0.93,0.88,0.92,0.9,0.9,0.92,0.83,0.89,0.9,0.9,0.92,0.85,0.89,0.84,0.94,0.92,0.91,0.95,0.93,0.51,0.95,0.96
67405,0.97,0.96,0.97,0.95,0.98,0.96,0.98,0.99,0.98,0.96,0.97,0.92,0.97,0.95,0.98,0.99,0.97,0.97,0.63,0.98,0.96,0.98
67462,0.92,0.96,0.96,0.94,0.96,0.94,0.97,0.94,0.96,0.96,0.96,0.97,0.96,1,0.95,0.95,0.94,0.95,0.55,0.96,0.97,0.96
67484,0.96,0.95,0.98,0.95,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.97,0.99,0.99,0.98,0.98,0.98,0.98,0.69,0.99,0.99,0.99
68278,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.6,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.03
68280,0.86,0.86,0.86,0.85,0.88,0.88,0.88,0.91,0.89,0.86,0.87,0.87,0.88,0.9,0.88,0.86,0.89,0.89,0.57,0.89,0.87,0.87
68325,0.92,0.93,0.96,0.96,0.97,0.96,0.98,0.97,0.96,0.96,0.97,0.97,0.97,0.98,0.96,0.96,0.97,0.98,0.66,0.97,0.96,0.97
68968,0.98,0.99,0.99,0.99,0.98,0.99,1,0.98,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.97,0.98,0.66,0.99,0.98,0.99
69120,0.92,0.98,0.98,0.96,0.98,0.98,0.94,0.96,0.98,0.76,0.97,0.97,0.97,0.99,0.98,0.97,0.98,0.97,0.98,0.97,0.99,0.98
69298,0.84,0.93,0.95,0.96,0.96,0.95,0.92,0.89,0.97,0.9,0.86,0.42,0.97,0.87,0.94,0.95,0.96,0.95,0.81,0.95,0.96,0.95
69315,0.96,0.94,0.94,0.92,0.97,0.96,0.94,0.98,0.96,0.97,0.92,0.97,0.93,0.99,0.96,0.95,0.94,0.97,0.67,0.94,0.94,0.94
69483,0.97,0.99,0.98,0.98,0.97,0.98,0.97,1,0.99,0.98,0.96,0.99,0.99,0.98,0.98,0.97,0.98,0.98,0.62,0.99,0.97,0.98
69741,0.78,0.87,0.85,0.79,0.88,0.88,0.8,0.43,0.89,0.73,0.83,0.85,0.89,0.9,0.86,0.87,0.89,0.86,0.87,0.88,0.84,0.86
70701,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.47,0.98,0.99,1,0.98,0.98,0.99,0.98,0.98,0.99,0.98,0.99
70891,0.96,0.96,0.94,0.96,0.95,0.96,0.92,0.97,0.95,0.94,0.56,0.98,0.95,0.99,0.98,0.95,0.92,0.97,0.97,0.96,0.96,0.96
71096,0.92,0.9,0.9,0.91,0.9,0.92,0.9,0.94,0.92,0.91,0.94,0.89,0.94,0.91,0.9,0.91,0.91,0.92,0.57,0.92,0.91,0.93
71377,0.96,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.99,0.97,0.99,0.98,0.89,0.99,0.99,0.67,0.98,0.97,0.98
71795,0.97,0.98,0.98,0.95,0.97,0.96,0.98,0.97,0.97,0.98,0.97,0.99,0.97,0.98,0.96,0.97,0.97,0.98,0.79,0.98,0.99,0.96
72230,0.94,0.92,0.95,0.97,0.96,0.96,0.96,0.95,0.97,0.94,0.95,0.95,0.96,0.98,0.95,0.96,0.94,0.96,0.68,0.96,0.95,0.97
72270,0.98,0.98,0.97,0.92,0.96,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.77,0.98,0.98,0.98
72372,0.96,0.95,0.94,0.96,0.95,0.94,0.95,0.92,0.96,0.94,0.95,0.97,0.95,0.98,0.96,0.95,0.94,0.95,0.6,0.96,0.95,0.97
72511,0.91,0.93,0.9,0.91,0.92,0.94,0.94,0.92,0.95,0.93,0.9,0.93,0.93,0.93,0.92,0.92,0.91,0.95,0.74,0.93,0.93,0.94
72734,0.97,0.97,0.97,0.99,0.98,0.98,0.98,1,0.99,0.97,0.98,0.98,1,0.99,0.98,0.97,0.99,0.98,0.64,0.99,0.98,0.98
73230,0.96,0.94,0.97,0.95,0.97,0.98,0.98,0.97,0.96,0.96,0.96,0.97,0.96,0.99,0.97,0.97,0.96,0.96,0.55,0.98,0.98,0.98
73295,0.93,0.9,0.96,0.9,0.86,0.85,0.96,0.98,0.97,0.92,0.95,0.72,0.91,0.94,0.98,0.95,0.98,0.95,0.78,0.97,0.97,0.95
73346,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.96,0.93,0.96,0.97,0.96,0.96,0.94,0.96,0.77,0.95,0.93,0.96
73514,0.95,0.95,0.96,0.92,0.94,0.94,0.96,0.93,0.93,0.96,0.93,0.88,0.93,0.93,0.94,0.94,0.93,0.86,0.67,0.93,0.93,0.95
73670,0.94,0.95,0.98,0.97,0.98,0.98,0.98,0.89,0.97,0.97,0.94,0.94,0.97,0.96,0.98,0.96,0.97,0.97,0.69,0.97,0.98,0.97
73937,0.96,0.97,0.96,0.98,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.97,0.75,0.97,0.99,0.98
74027,0.96,0.98,0.97,0.99,0.99,0.98,0.99,0.95,0.98,0.87,0.96,0.96,0.99,1,0.98,0.99,0.99,0.96,0.63,0.98,1,0.98
74223,0.96,0.97,0.97,0.97,0.98,0.96,0.97,0.99,0.98,0.98,0.97,0.97,0.97,0.99,0.97,0.99,0.98,0.96,0.73,0.97,0.97,0.99
74250,0.96,0.97,0.97,0.84,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.97,0.94,0.98,0.98,0.98,0.96,0.97,0.7,0.98,0.96,0.98
74313,0.97,0.98,0.99,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.99,0.98,0.98,0.95,0.99,0.61,0.98,0.97,0.98
74626,0.97,0.96,0.97,0.95,0.96,0.95,0.98,0.99,0.98,0.96,0.98,0.95,0.93,0.94,0.96,0.97,0.96,0.96,0.65,0.99,0.96,0.98
74826,0.97,0.97,0.98,0.96,0.98,0.98,0.98,0.97,0.98,0.96,0.95,0.96,0.97,0.96,0.98,0.96,0.97,0.98,0.75,0.96,0.96,0.97
74848,0.95,0.94,0.97,0.95,0.95,0.96,0.96,0.95,0.95,0.97,0.96,0.96,0.97,0.96,0.96,0.95,0.95,0.97,0.68,0.95,0.94,0.95
74992,0.92,0.95,0.94,0.89,0.94,0.92,0.94,0.98,0.97,0.93,0.94,0.97,0.94,0.92,0.94,0.83,0.96,0.96,0.59,0.95,0.94,0.94
75334,0.96,0.96,0.97,0.94,0.96,0.96,0.97,0.98,0.97,0.96,0.96,0.96,0.96,0.98,0.96,0.97,0.96,0.97,0.81,0.97,0.97,0.97
75561,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.62,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.04,0.03,0.03,0.02
76522,0.93,0.91,0.97,0.97,0.97,0.96,0.9,0.91,0.93,0.95,0.88,0.89,0.95,0.99,0.96,0.96,0.91,0.95,0.52,0.97,0.96,0.95
76866,0.98,1,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.97,0.99,0.98,0.99,0.99,0.98,0.99,0.63,0.99,0.97,0.99
76971,0.96,0.91,0.97,0.97,0.96,0.98,0.98,0.97,0.97,0.97,0.95,0.94,0.98,0.99,0.97,0.97,0.96,0.96,0.66,0.96,0.92,0.96
77189,0.96,0.96,0.97,0.96,0.96,0.98,0.98,0.99,0.97,0.97,0.98,0.97,0.96,0.98,0.96,0.96,0.98,0.98,0.55,0.98,0.97,0.96
77405,0.97,0.9,0.93,0.96,0.9,0.9,0.96,0.93,0.95,0.92,0.92,0.84,0.93,0.97,0.94,0.9,0.91,0.93,0.58,0.97,0.88,0.94
77805,0.95,0.92,0.93,0.94,0.92,0.92,0.92,0.95,0.94,0.93,0.94,0.94,0.94,0.94,0.94,0.93,0.93,0.93,0.71,0.94,0.94,0.92
77907,0.98,0.97,0.99,0.87,0.98,0.98,0.99,0.99,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.99,0.72,0.98,0.99,0.99
78092,0.98,0.99,0.98,0.98,0.98,0.99,0.99,0.97,0.98,0.99,0.99,0.97,0.98,1,0.99,0.98,0.98,0.98,0.77,0.99,0.98,0.98
78201,0.96,0.98,0.99,0.97,0.98,0.98,0.99,0.98,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.98,0.98,0.64,0.97,0.98,0.98
78481,0.95,0.97,0.96,0.96,0.95,0.96,0.96,0.98,0.98,0.96,0.95,0.97,0.98,0.99,0.98,0.84,0.98,0.97,0.66,0.97,0.97,0.97
79863,0.95,0.97,0.97,0.97,0.96,0.96,0.96,0.98,0.98,0.96,0.97,0.98,0.98,0.98,0.96,0.91,0.98,0.98,0.71,0.96,0.97,0.97
80454,0.94,0.94,0.93,0.9,0.94,0.94,0.94,0.95,0.96,0.94,0.93,0.95,0.96,0.95,0.94,0.95,0.96,0.96,0.58,0.94,0.95,0.93
80617,0.98,0.99,0.98,0.93,0.99,0.99,0.99,0.99,0.99,0.98,0.94,1,0.99,1,0.98,0.99,0.99,0.99,0.82,0.99,0.99,0.99
80705,0.92,0.91,0.93,0.92,0.92,0.92,0.94,0.95,0.93,0.92,0.93,0.94,0.93,0.92,0.92,0.93,0.91,0.92,0.73,0.92,0.92,0.89
80875,0.95,0.96,0.94,0.97,0.95,0.96,0.95,0.96,0.98,0.75,0.95,0.95,0.96,0.97,0.94,0.93,0.96,0.96,0.96,0.96,0.95,0.95
80916,0.86,0.9,0.88,0.9,0.9,0.86,0.88,0.91,0.9,0.88,0.88,0.87,0.87,0.91,0.88,0.87,0.9,0.93,0.8,0.88,0.89,0.89
81489,0.95,0.97,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.98,0.99,0.56,0.99,0.98,0.98
81865,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.99,0.99,0.98,0.96,0.98,0.97,0.98,0.98,0.87,0.98,0.98,0.98
81882,0.97,0.97,0.98,0.96,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.7,0.99,0.98,0.97
82089,0.96,0.97,0.97,0.97,0.96,0.97,0.96,0.98,0.96,0.96,0.98,0.98,0.96,0.99,0.98,0.95,0.94,0.96,0.7,0.97,0.94,0.97
82441,0.92,0.98,0.95,0.99,0.95,0.96,0.92,0.98,0.98,0.92,0.92,0.98,0.97,0.98,0.98,0.96,0.98,0.96,0.91,0.98,0.85,0.96
82446,0.95,0.96,0.96,0.97,0.96,0.96,0.95,0.98,0.97,0.97,0.98,0.99,0.98,0.97,0.98,0.98,0.98,0.95,0.77,0.97,0.99,1
82629,0.82,0.92,0.94,0.92,0.93,0.96,0.9,0.86,0.96,0.92,0.96,0.92,0.92,0.9,0.91,0.93,0.95,0.91,0.4,0.95,0.94,0.93
82784,0.9,0.91,0.88,0.9,0.91,0.92,0.87,0.93,0.93,0.9,0.92,0.91,0.94,0.95,0.9,0.92,0.93,0.92,0.62,0.93,0.93,0.92
83032,0.94,0.94,0.94,0.93,0.95,0.92,0.94,0.97,0.96,0.91,0.93,0.97,0.96,0.96,0.96,0.93,0.96,0.95,0.69,0.95,0.92,0.95
83195,0.95,0.94,0.96,0.95,0.95,0.96,0.96,0.94,0.97,0.96,0.94,0.95,0.96,0.97,0.96,0.95,0.94,0.97,0.71,0.96,0.96,0.96
83692,0.94,0.97,0.95,0.95,0.96,0.96,0.9,0.96,0.97,0.71,0.98,0.98,0.96,0.96,0.97,0.94,0.96,0.96,0.93,0.96,0.95,0.96
83941,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01
83993,0.84,0.93,0.93,0.86,0.92,0.9,0.86,0.94,0.92,0.88,0.91,0.93,0.93,0.96,0.92,0.9,0.9,0.93,0.53,0.91,0.93,0.9
84034,0.96,0.94,0.96,0.87,0.95,0.96,0.95,0.96,0.94,0.94,0.96,0.96,0.97,0.95,0.96,0.96,0.96,0.97,0.72,0.96,0.91,0.94
85058,0.91,0.98,0.93,0.87,0.96,0.96,0.97,0.97,0.97,0.96,0.92,0.96,0.97,0.96,0.96,0.77,0.97,0.96,0.96,0.96,0.96,0.98
85286,0.86,0.93,0.9,0.89,0.9,0.9,0.9,0.89,0.91,0.88,0.91,0.93,0.91,0.94,0.9,0.89,0.9,0.9,0.65,0.92,0.94,0.9
85305,0.96,0.96,0.97,0.97,0.97,0.98,0.96,0.99,0.97,0.98,0.96,0.94,0.97,0.98,0.98,0.97,0.97,0.98,0.68,0.98,0.97,0.97
85457,0.96,0.97,0.98,0.98,0.98,0.98,0.96,0.98,0.99,0.98,0.99,0.97,0.98,0.99,0.98,0.98,0.98,0.98,0.71,0.98,0.98,0.98
85856,0.92,0.96,0.95,0.88,0.94,0.96,0.93,0.58,0.95,0.92,0.93,0.98,0.95,0.95,0.94,0.94,0.92,0.95,0.93,0.96,0.91,0.94
86159,0.96,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.97,0.97,0.99,0.97,0.68,0.98,0.97,0.97
86397,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,1,0.66,0.99,0.99,0.99
86613,0.96,0.96,0.95,0.96,0.96,0.94,0.98,0.97,0.97,0.96,0.97,0.97,0.97,0.96,0.94,0.95,0.96,0.95,0.75,0.97,0.92,0.95
86791,0.98,0.99,0.99,0.99,1,0.98,0.98,0.99,0.99,1,1,0.99,1,1,1,0.99,1,0.99,0.61,0.99,1,0.99
87455,0.95,0.91,0.94,0.95,0.95,0.95,0.92,0.96,0.94,0.94,0.95,0.95,0.96,0.98,0.95,0.96,0.93,0.95,0.6,0.95,0.94,0.95
87853,0.92,0.9,0.92,0.93,0.92,0.92,0.93,0.9,0.94,0.94,0.87,0.91,0.95,0.94,0.9,0.92,0.94,0.9,0.66,0.92,0.95,0.92
87860,0.98,0.99,0.99,0.97,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,1,0.98,0.99,0.98,0.99,0.8,0.99,0.98,0.98
88190,0.98,0.99,0.99,0.95,0.99,0.99,0.98,0.99,0.99,0.98,0.97,0.95,0.99,0.98,0.98,0.99,0.99,0.99,0.71,0.99,0.99,0.99
88946,0.96,0.97,0.97,0.96,0.97,0.98,0.98,0.97,0.98,0.96,0.95,0.96,0.98,0.99,0.97,0.96,0.98,0.98,0.81,0.97,0.97,0.97
89458,0.92,0.91,0.94,0.93,0.94,0.94,0.94,0.94,0.94,0.93,0.96,0.85,0.94,0.96,0.94,0.91,0.95,0.94,0.65,0.94,0.96,0.96
