gene_symbol,adrenal gland,blood,bone marrow,brain,cecum,ganglia,heart,kidney,liver,lung,lymph nodes,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,salivary gland,skin,testis,thymus gland,thyroid gland,tongue,trachea,uterus
PPIP5K2,18.8024,61.9081,33.57,24.4139631578947,14.7975,34.290525,10.0544,22.0111,12.3433,4.1835,34.5453,23.26385,37.6025,24.8466,25.3713,7.7557,27.7828,20.7409,24.154,25.0458,22.2633,45.4142,15.2694,25.6377,32.8006
TLN1,113.8072,206.4364,96.5437,44.3958473684211,76.5115,51.3844,62.71185,69.5854,64.3777,84.423,88.0998,103.51315,101.4463,48.5249,51.2097,97.629,63.5353,37.8505,47.8169,50.8741666666667,54.4686,67.5666,39.1087,63.8336,70.4093
FBXO11,18.14105,42.2312,10.8008,29.7631263157895,20.0223,13.954775,11.87495,8.9493,4.5733,8.5807,29.5261,15.566,14.0674,31.0226,13.29795,24.3079,25.9052,26.4114,4.0508,24.7429,13.7942,26.6906,18.8893,16.6427,30.1656
CDH3,8.3559,3.2199,7.6694,7.6545,10.0598,10.947725,10.7731,21.6049,12.5383,8.3189,4.5131,8.07655,18.2608,18.7583,18.85785,6.3545,38.7199,18.9907,10.9628,7.29156666666667,150.7657,7.6575,11.0638,43.0769,16.7366
C11orf49,54.1071,11.5778,10.9866,193.262984210526,20.775,60.3238,23.4429,76.1321,34.0128,168.3652,26.9541,60.52205,17.6168,46.8794,45.13155,31.5269,91.0424,17.6985,25.221,150.8324,101.4169,107.6869,29.9267,100.5296,42.688
DRAP1,48.2306,128.9314,49.9172,75.0362842105263,9.9802,24.872775,55.97595,45.8172,52.2409,93.2548,27.37,131.4482,47.8598,59.5989,42.4196,58.8134,67.1329,27.9544,35.2961,103.054366666667,105.347,111.0393,36.0594,29.8449,58.2742
HDDC2,94.6673,78.9779,46.4939,148.223952631579,80.7268,100.454375,67.9071,116.0591,38.2859,69.3,56.0919,122.62185,74.0321,81.2615,67.4866,63.6868,87.4645,124.4046,87.9335,122.518566666667,68.4787,115.1816,83.2676,82.887,78.5859
DCTN6,114.734,129.411,84.6947,173.697336842105,97.5168,82.297,78.9962,112.4268,57.6784,89.5041,115.865,100.19785,129.4814,89.135,110.44385,131.6264,91.3969,110.4274,101.3749,81.8059666666667,78.4526,161.9403,95.0512,125.3665,119.3979
FAM50A,120.25445,122.1035,75.924,112.297168421053,74.7493,36.210825,79.40505,119.9843,96.211,232.496,140.9889,194.24535,107.0119,96.3751,146.76225,189.3704,189.4243,109.3969,45.4185,75.6992666666667,146.1559,197.8038,82.049,72.0447,135.7097
ARHGEF9,16.05075,11.4864,6.0904,98.5203789473684,9.958,20.08605,17.11285,18.1946,10.743,7.3491,19.5188,21.3911,10.6253,13.9536,17.11395,20.3665,11.2917,8.8656,19.4044,13.3463666666667,16.9524,18.7698,19.5884,15.4436,10.4508
MAP2K4,38.89545,93.8555,36.2902,103.966921052632,31.8001,42.567725,34.5407,39.3036,31.7816,20.5087,53.0138,68.6405,31.1629,35.2377,51.87065,52.8337,45.8232,56.923,36.2026,37.5046666666667,31.7698,44.1661,57.7506,53.4234,42.3164
DRG2,40.49455,50.6728,51.8213,29.9488,27.2927,22.669825,45.60065,44.3529,32.1831,82.9083,56.5702,33.3928,18.0423,42.2968,18.01955,42.8901,58.9727,11.0329,23.0539,29.2728666666667,68.5531,55.7307,38.0035,34.4017,41.2574
NSMAF,75.95375,204.1071,84.4426,60.211652631579,57.3748,69.968,46.38775,44.2207,22.6332,65.1245,122.9363,51.72855,62.4409,58.7761,82.06055,80.2246,59.9509,77.2223,80.0065,51.9700333333333,139.2942,77.4911,49.7531,77.5485,80.2436
DTYMK,26.37255,15.1402,43.4288,25.2304368421053,8.5101,22.712675,28.1198,25.8466,26.4417,23.9789,18.7597,21.22445,27.2302,29.9311,19.27405,8.5055,49.9722,28.2325,40.6501,25.4992666666667,54.0012,24.1421,21.7989,8.4781,10.4006
UNC119,20.89035,174.6945,19.2928,16.7684263157895,19.6238,14.9296,16.32305,19.8006,18.1937,10.5789,20.3195,20.7971,10.5333,13.1308,12.4822,11.6275,10.0575,14.9014,12.4452,25.3052,14.4244,15.8094,12.8549,15.5326,18.4474
TUSC2,73.14235,49.9992,62.1179,96.2225421052632,36.0729,32.90005,70.6613,53.3935,49.2698,67.8815,48.1471,56.9855,50.3207,34.4479,50.52515,64.4919,59.3403,26.3105,21.5998,56.1712,64.2406,72.5108,41.8464,55.8893,24.5208
F8A3,120.6277,371.6312,203.3973,160.303557894737,69.9319,50.18855,166.7335,186.4711,237.3786,297.3961,192.4636,111.172,62.5329,178.5498,145.16905,170.4789,115.2538,125.6723,76.8055,75.1501333333333,190.2363,170.9002,107.0559,111.982,86.1076
IRF2,74.79955,412.3247,119.0609,40.9156842105263,38.6808,13.738225,15.03245,34.1598,23.1035,86.4106,113.3069,39.92005,36.4066,130.6502,39.0318,61.0258,55.3554,43.5756,21.2079,18.2214666666667,123.4252,61.1874,33.5428,103.9615,35.5439
LMNB1,9.0594,140.1895,69.1304,16.249952631579,16.9406,34.839325,42.7878,8.0582,11.5403,7.0045,20.8811,15.2479,30.611,50.3513,20.53165,18.2893,7.891,26.515,42.9635,11.7686666666667,116.5423,11.8661,6.8695,13.9056,9.3918
DFFA,89.5527,70.3802,107.7426,104.691178947368,117.6099,140.931675,131.0759,135.411,142.4409,132.3969,76.0787,112.20335,106.69,93.1664,106.5809,96.6825,120.2956,72.3479,67.3913,109.7342,123.2765,96.3755,92.5233,93.3353,82.7567
PHF21A,14.0326,149.7349,6.0108,11.0951157894737,5.4373,6.8918,9.4579,2.5412,4.3936,5.4818,26.1429,25.9064,3.1738,10.6133,5.5506,4.6215,22.2157,9.2582,10.0752,16.3986333333333,20.1177,10.5999,14.3399,4.8682,27.9454
EDEM1,77.1672,160.1252,170.9021,58.255952631579,42.2673,49.62805,54.5024,82.2536,133.4129,84.8077,140.1154,117.48245,71.6403,137.5941,94.10975,189.985,108.6363,87.3474,73.4817,41.0421333333333,328.7658,53.6264,67.8338,103.8598,75.1701
SAFB2,39.4671,71.4306,32.1237,58.4012,18.7781,27.6476,28.80265,48.7079,26.5793,49.753,57.8597,16.82055,20.9746,63.2354,48.3368,49.6994,76.5798,57.2665,24.6072,65.8566666666667,73.0992,97.4247,29.1218,31.4084,39.7796
GBE1,134.969,91.0923,95.6282,52.0688368421053,14.9481,45.52195,33.25305,97.2363,141.397,55.9561,59.1492,348.806,86.1523,52.4904,63.1019,152.7181,101.021,74.0327,31.9724,54.3075333333333,95.5537,143.4177,88.3517,70.4813,101.2926
HS2ST1,27.489,22.2345,8.6203,21.2036526315789,11.1727,23.7391,8.7239,14.5198,15.8727,6.3206,19.855,20.92665,25.329,19.1533,29.6693,9.4478,15.165,12.1698,13.6067,11.3569,14.2544,23.9572,11.8309,19.5577,28.7871
RNF44,90.23765,354.8925,196.1791,147.288521052632,70.5695,122.87425,120.4396,156.6286,92.2533,128.5821,243.2937,68.76785,111.8876,227.8809,108.4112,216.8044,140.66,156.0803,117.21,116.8279,307.246,133.2761,97.035,146.9748,75.1406
LAD1,66.81955,60.7777,94.0558,66.7040736842105,84.2291,87.364775,80.41965,168.7678,103.5355,85.7214,62.456,42.26895,72.8362,123.9285,101.88715,135.5965,60.3973,87.8627,118.4092,71.8399666666667,64.1344,57.9616,200.6902,121.5787,43.3399
KIAA0355,67.09855,61.1545,63.5575,82.1723473684211,76.423,99.944225,72.68045,65.5327,78.8662,135.5225,74.498,84.8003,102.1592,94.0879,87.81705,195.5283,142.9709,87.4783,86.8051,84.4283,76.1583,132.6611,106.4665,52.8387,108.8085
NPRL3,69.8213,40.5413,105.0623,54.0568421052632,41.4644,55.661425,41.90225,52.4268,48.8951,95.1088,42.5039,61.11355,28.8324,48.8649,38.73755,60.5669,59.0931,37.7306,39.5295,74.9252333333334,63.1359,59.9453,42.9554,50.2203,38.5467
HLA-DQA1,25.97325,10.4132,8.6247,17.5957894736842,21.3772,21.344625,63.9903,21.2932,106.1911,328.7482,255.1277,25.6753,8.8774,209.3365,10.51335,12.0822,35.5688,196.2863,9.1687,11.6819333333333,41.8286,45.8121,9.8735,96.6909,45.8206
CNOT4,26.39725,16.1404,24.7543,30.2780263157895,40.8504,39.9546,36.05625,24.8716,35.4353,19.789,20.7397,30.35285,22.8099,26.8047,24.26775,23.6925,21.5067,22.7332,27.7553,29.3083333333333,24.9995,20.8355,28.3057,23.6675,26.4824
VPS11,126.00285,109.7493,99.171,109.962378947368,53.3367,85.1052,98.02965,110.9248,130.0059,128.6301,120.8357,61.55335,88.8201,94.4993,89.11175,95.859,108.1637,65.2652,61.0081,93.0830333333333,117.3708,83.0624,88.7485,114.2572,89.3287
LMAN1,12.02245,4.864,7.2381,10.2480052631579,10.9941,15.56485,8.34095,12.98,10.829,5.562,11.5116,34.52115,21.0091,7.7172,12.3695,6.6311,11.2195,11.3764,12.3933,6.87246666666667,3.2396,6.1079,11.6136,12.2151,9.9523
ATP1A2,17.46285,5.2751,10.8008,524.595305263158,37.1533,145.941775,123.2559,18.1096,25.6846,32.8588,20.6731,178.02325,28.8516,15.8294,19.7322,11.7627,37.2165,32.0846,30.1216,29.6326333333333,22.412,62.6345,204.3687,31.688,32.1576
JARID2,88.23425,222.627,166.3044,104.124642105263,84.8091,75.51055,60.0967,67.6488,55.1203,92.229,104.1974,71.13225,70.6743,118.3339,89.57045,124.6204,91.8958,64.9299,76.6166,160.720466666667,201.3255,63.9609,108.0592,76.9511,60.69
AP1S2,40.2887,333.244,93.2663,84.0398315789474,99.4738,76.3917,57.2717,45.8077,57.3974,43.6461,54.7504,90.4304,72.1692,43.8024,44.57155,53.4974,41.8973,48.7363,47.8311,44.3706333333333,63.0085,57.4611,62.5513,39.4797,113.466
DMTF1,45.73855,97.6462,44.4372,104.391147368421,90.8574,59.627775,66.10295,52.7417,24.0327,28.6432,134.5831,58.9121,81.5296,92.6563,106.88465,40.5978,60.3579,101.7908,66.4281,93.5037333333333,60.7991,112.2693,80.8021,45.1233,100.1305
DCK,22.0397,96.8241,52.9292,38.7312631578947,39.6461,33.212425,26.25405,10.1365,12.653,13.961,57.7557,23.6831,39.0054,56.0447,23.57355,24.398,27.8878,58.5751,28.0537,24.9038666666667,131.1792,27.8201,29.7453,22.5108,31.8213
DYNLT3,168.07155,181.2484,47.688,253.941210526316,147.6655,170.744575,110.60745,101.2512,51.1741,58.8573,117.4041,139.04125,166.325,96.9181,177.11835,96.0557,92.3159,143.2399,107.9375,73.1061,60.4168,184.9489,205.6213,179.1585,202.7092
BAMBI,247.21295,34.5279,43.0174,88.7853263157895,92.0087,97.48275,112.30735,126.3515,74.7823,88.7828,64.7854,111.35665,114.7624,65.1441,82.00375,134.8713,59.255,70.4995,91.6113,79.265,41.0001,42.7733,64.5578,84.3869,237.1145
F13A1,168.6956,550.8472,146.5273,88.0599157894737,120.1249,133.393825,103.9807,175.475,95.2359,228.8575,185.1428,63.05465,428.2087,82.076,137.95595,912.5597,75.0502,101.3819,210.0111,97.4865333333334,153.3999,94.6029,176.7828,186.874,113.5575
SLC35A1,54.8293,129.1369,39.5543,58.5641052631579,64.4946,59.402175,12.53535,37.2205,5.0704,28.6432,92.0514,39.0428,46.5259,42.9138,50.0156,38.9631,67.9338,67.8169,66.9569,42.9371333333333,47.2882,77.2982,31.0036,76.9384,68.1085
GNL1,40.0035,25.8502,26.7234,33.9607263157895,12.8936,38.659225,29.0962,11.818,27.6347,51.5963,37.2698,17.4014,32.0599,35.7231,46.6086,42.4169,41.6873,46.2909,26.3257,58.5056666666667,39.7255,51.504,43.405,36.1622,45.6082
HPS1,32.51405,56.0107,54.3025,31.2401157894737,57.4921,41.729775,43.60115,30.7306,34.377,57.4628,41.9909,36.1952,28.2019,45.2627,40.23865,31.7451,46.6766,41.167,55.201,36.0753,35.9176,42.303,49.5037,35.4599,37.8977
STXBP3,30.0602,148.6159,17.6342,66.9081421052632,16.8697,53.279625,30.48345,18.9504,19.0082,32.426,55.9047,33.67995,43.9271,36.4471,42.20435,16.04,42.3438,50.6419,49.4222,29.0544666666667,24.6213,96.665,42.2148,51.0465,62.5926
ARF6,91.96375,345.7809,137.9888,68.1112263157895,73.0048,63.672025,74.601,122.9648,131.2792,203.1074,106.09,75.85825,55.8173,209.7479,99.3547,161.832,150.1398,132.9594,121.9313,89.1684333333333,267.0213,102.399,142.6109,160.9757,81.4146
TGIF1,55.10995,59.556,28.1962,25.0413157894737,52.1855,29.224475,28.2138,74.7812,34.2308,106.3022,61.0418,99.10345,41.3513,43.5391,49.44975,176.4155,90.8979,86.137,56.2019,67.2310333333333,63.9644,67.6872,55.7951,112.7701,79.4531
GTPBP6,80.02525,106.7349,51.8014,84.9815105263158,70.171,77.60605,162.95145,89.6694,198.4674,147.2074,88.6614,110.67565,69.9614,82.2734,70.60905,82.6829,113.7045,50.9854,70.7339,57.1633333333333,89.7117,161.675,88.3631,50.7287,87.1754
NCK2,71.9333,326.8043,119.0874,127.579342105263,43.4451,33.271175,64.68985,96.6223,29.8946,245.4952,158.0847,103.76875,58.4851,140.2268,158.6465,278.8626,223.2336,146.3151,87.5133,146.097433333333,141.4611,195.6332,130.5892,150.7372,99.688
SNRPE,93.8856,149.1297,145.9501,68.7122368421053,41.3198,40.54265,36.442,65.8256,41.1825,71.552,123.3211,189.28585,141.8776,153.3083,121.7138,87.8882,116.8359,81.9168,68.7982,90.6467666666667,189.1742,109.0556,64.5351,90.0559,118.4746
PSD4,39.61245,157.1337,50.2224,21.1080789473684,8.3906,22.081275,30.64655,21.808,80.6557,39.0619,61.177,18.2658,23.9874,71.8329,32.2193,69.1564,43.0134,24.4622,26.4721,22.1967666666667,135.9059,68.4348,21.8442,28.1671,26.3615
ZNF148,59.9096,133.6013,27.1214,66.9682578947368,76.6709,72.30315,46.43085,36.6348,47.9105,39.9515,39.5576,80.195,58.5656,74.5644,65.91025,37.8999,67.6318,51.8441,59.0063,51.8533666666667,63.7308,72.9509,53.2162,77.0337,89.7682
SH2B3,119.38605,212.0312,147.4296,82.533852631579,122.569,110.865825,132.19095,91.7571,136.0398,104.7795,166.3831,84.97235,80.8627,145.9202,83.7969,142.6147,72.0172,108.8898,101.6015,96.9924666666667,102.9677,81.8444,73.2524,83.8403,98.6438
ADNP2,36.50715,43.3083,31.6859,37.2051947368421,35.1431,37.707025,27.07695,41.5897,20.7174,40.6167,34.9508,27.86405,47.5264,39.8121,35.9366,41.5381,53.0446,42.2097,32.1046,63.7385666666667,59.1846,27.9045,40.9905,43.3184,32.7446
CAV2,38.8712,18.223,20.748,39.1349736842105,76.3846,77.511025,58.4511,21.2585,24.916,91.9191,36.0843,60.68575,53.2108,29.3497,45.3389,93.8023,46.8254,56.7758,72.8742,44.3796666666667,21.9305,234.9696,59.2261,67.0621,70.895
COL5A1,46.27675,16.2668,28.696,27.2266631578947,67.1395,41.96535,64.6749,37.9228,43.7483,78.3642,35.086,320.38535,58.7381,28.7573,34.99935,232.6764,65.8462,34.252,54.9932,28.2838333333333,47.2741,34.2315,38.8253,41.8693,156.6309
IDE,95.9459,79.5831,74.2566,82.6732947368421,119.4814,118.399225,93.0598,81.4884,81.3746,66.2946,86.3736,86.73085,114.2488,108.6393,90.7006,69.7853,86.4163,84.812,131.1409,146.011466666667,75.3156,80.2969,87.3315,108.3976,70.3798
PTPRM,83.07245,22.2878,23.4858,94.9626052631579,68.7541,75.9606,64.3745,86.533,17.5857,116.801,106.4228,46.98085,61.038,52.6056,41.9454,94.7405,82.1534,53.3735,37.8551,77.0971333333333,85.2718,211.1531,50.5353,38.7043,79.2466
STX5,52.8531,51.6548,39.3685,42.2086263157895,44.5166,52.48895,53.9853,45.6377,87.1715,59.1138,43.5092,61.31865,66.9946,50.3349,47.166,68.4128,49.9328,70.0088,50.9235,42.3342666666667,50.7297,56.1708,35.4019,57.9485,37.3019
INPP5D,58.3571,321.0611,198.6338,62.9866052631579,77.4679,73.140375,83.91815,69.387,74.0539,96.0839,218.9705,32.7951,58.8876,201.0763,50.36755,116.2808,51.2589,92.3936,81.2198,54.4775333333333,159.295,55.0493,48.8519,68.6764,48.8765
KIFAP3,15.16755,27.9511,5.679,169.535726315789,20.1728,39.0711,16.5287,8.2187,17.0351,29.621,22.4617,42.84665,8.3025,18.5609,40.02205,9.2676,5.1863,10.8121,9.8297,92.1105,14.4881,22.9242,8.1392,15.0877,20.9842
DHX8,5.3097,28.3393,5.3871,4.15508421052632,4.0558,4.324625,4.6836,3.9771,5.036,4.5682,3.6188,5.374,3.6798,4.1959,4.4663,5.5187,2.6916,6.7064,3.9281,4.55476666666667,16.0389,2.858,5.1805,3.3811,5.1325
PHYH,134.83035,32.3584,36.7678,74.6344473684211,83.2948,80.8983,78.19635,270.0284,335.4938,70.5903,55.3432,89.3953,61.4979,33.3043,61.4378,55.2858,71.5708,84.4849,60.9798,63.4929666666667,31.4193,208.054,104.2673,70.2906,77.3352
ITGB1BP1,34.313,56.0393,24.1691,79.9829736842105,45.9113,47.2706,46.4627,28.8695,18.0102,51.0433,44.4451,46.1252,24.5854,36.875,33.037,32.2828,29.1483,34.9062,33.8562,29.1168666666667,53.1939,56.7858,43.1273,30.2072,46.676
PPP2R5E,37.71455,62.6617,40.6025,58.8201421052632,57.915,33.617125,20.7504,17.8167,22.5184,26.9282,43.114,70.38345,39.4194,49.9893,51.7334,46.2395,50.8256,49.5459,37.9306,36.5567666666667,47.9255,56.5567,47.5086,48.0595,47.3014
SLC25A12,42.6957,36.4689,45.9896,86.6725947368421,60.8816,66.14165,53.8106,40.9757,17.7922,32.1215,45.7345,65.17495,66.4081,56.8756,34.30845,34.7779,44.3789,75.6275,75.2238,46.2040666666667,38.0366,57.2501,73.8872,56.0863,40.7412
CEBPZ,32.58985,39.1864,1.7647,25.2694684210526,12.8848,22.671775,14.19825,3.5048,18.3314,3.6065,29.741,54.8201,41.5123,11.2056,39.523,8.6653,21.8087,27.9054,45.9662,35.3986666666667,19.183,34.4284,21.7082,8.4527,28.2935
TIMM17B,105.23015,154.3477,101.0286,72.8971421052632,93.8063,40.80315,246.19465,125.6713,186.9501,123.0201,95.6703,55.9147,46.6409,77.1396,124.5156,131.7493,128.7907,21.6242,63.3404,42.9125,132.9849,98.5703,54.7069,38.7806,44.4579
UGDH,59.4923,42.3606,35.839,38.9776052631579,94.0543,64.941825,40.93005,80.7799,75.1953,11.5567,45.9009,108.1658,74.8831,59.3191,130.3197,62.1811,117.3152,55.2219,60.4133,30.6992333333333,51.0908,65.613,56.9287,65.88,69.7899
RBBP8,92.7235,66.0185,51.2573,76.1176368421053,117.3177,100.443975,108.9271,80.676,66.4197,50.6346,77.4929,104.12885,62.4409,121.6824,136.8879,38.3854,62.1436,95.7223,89.4962,111.645366666667,75.2873,104.6963,96.8083,119.3034,108.2657
MTF2,37.45395,57.7428,40.9395,43.3251684210526,50.0354,51.466575,34.0319,32.8164,28.3987,31.8073,53.9206,37.9991,40.0036,60.8198,36.49355,32.4414,34.1271,46.9648,49.4807,56.2637,78.0787,42.0666,41.9178,35.486,43.2084
ETV5,127.3612,31.917,44.2957,101.405294736842,41.7124,60.66375,55.1938,51.9797,74.572,118.3558,57.6656,60.7749,68.5278,33.0026,86.2938,174.0146,50.6418,62.877,54.8044,80.2213333333333,70.2313,53.2325,59.6985,88.2298,46.5639
AP1G1,12.4266,33.6829,25.3699,22.3503315789474,23.9984,17.798725,32.51375,13.2728,12.3777,7.0686,25.4566,43.1335,10.8783,48.3274,28.1362,70.8587,21.5329,30.5389,13.5689,111.4526,16.9311,24.7089,22.7171,25.1419,19.4208
ORC4,18.78555,31.0454,32.5019,32.7882210526316,27.917,23.248175,16.5364,39.7334,20.7748,11.0117,30.8017,27.1115,23.8379,16.8496,35.05145,24.5271,21.29,25.46,23.8282,35.2208333333333,23.2299,39.9515,21.1924,40.1279,27.2021
MBD1,27.00875,32.8837,15.5908,33.587452631579,11.6317,12.9093,15.1551,36.7388,31.1564,40.2721,48.3551,37.7006,10.5218,41.7126,32.8947,52.4342,27.5005,16.2263,16.7605,35.0943,69.7958,35.6766,17.4176,29.4,30.3111
PSD3,68.76545,11.3494,14.1003,177.833831578947,16.8933,25.25265,9.87025,11.9125,28.778,10.3652,18.8082,37.90055,41.1443,15.3742,21.18775,13.8522,18.2767,17.1696,25.3941,15.6623333333333,12.9161,14.929,25.0409,24.0912,38.2222
CAPN7,26.0392,48.1951,15.1065,27.5958105263158,19.9559,36.175725,12.83735,10.1742,13.9206,14.3457,32.3095,31.9997,42.5242,50.7545,42.65685,33.2968,32.6539,49.9058,37.8126,39.7858666666667,24.377,61.0608,20.2515,38.7234,44.5021
EZH2,7.9565,2.6946,9.0626,6.81883684210526,19.7123,15.474775,3.91215,7.0851,1.5028,2.821,15.1409,16.2911,3.8407,47.9819,5.9508,13.422,8.4031,21.2643,18.9511,52.1201333333333,78.3676,2.7012,27.8522,6.6605,10.3475
MAD2L1,23.81835,12.2857,64.5261,15.5651105263158,41.063,27.57495,13.8694,13.5562,7.5482,9.7294,25.103,28.23125,19.6637,41.0051,14.48975,9.6117,26.5485,32.42,48.3363,44.5863666666667,83.5085,14.6276,19.9738,15.7995,14.5066
ATG13,126.49665,112.9691,170.4775,133.0435,99.6834,118.431425,159.0923,179.3671,134.1356,136.6231,105.3552,125.949,158.6972,84.6813,111.24945,124.4401,114.8949,140.1484,119.6399,171.475833333333,125.0114,121.7959,104.6754,133.7429,99.688
MMP15,4.91495,3.9049,4.3654,6.56857894736842,13.0353,10.375775,8.6789,5.9515,11.1158,4.7285,3.0365,6.95575,3.4728,5.4959,7.02595,58.629,3.7814,3.8767,5.9771,17.8599666666667,3.0166,51.106,6.6428,3.0887,7.3271
POLG,30.94675,40.2216,30.7924,27.0043736842105,45.7298,27.62615,35.59995,25.3049,33.0951,24.3369,29.6716,38.7336,38.1545,35.5476,31.5111,32.4283,17.7516,15.9265,46.7405,20.7679666666667,56.7487,18.6472,40.3821,28.3874,30.5136
DUSP14,39.55775,50.2618,24.5207,74.0492631578947,29.843,17.02675,59.54115,25.8654,158.3862,88.4623,22.5033,57.62355,9.3834,40.1823,24.14695,137.7228,80.6304,45.473,29.404,62.9022,94.1303,164.0507,47.2026,85.658,50.3749
CRELD1,51.37775,28.8417,25.1842,65.2718578947368,45.8626,44.16155,61.592,39.1194,55.235,56.0843,42.3861,57.80605,41.5813,34.489,56.13665,60.4235,72.1748,44.3443,62.8589,45.7411,39.9804,110.6896,48.9143,30.633,42.9535
PDLIM7,28.0984,73.5361,32.9066,19.5222315789474,32.3049,31.005175,23.5376,19.0543,20.5775,36.6512,17.1375,77.83655,39.6954,16.945,19.80885,23.6065,48.1997,18.8337,29.6382,19.4113333333333,16.5615,39.5053,33.5564,27.4172,57.8518
NDUFB3,121.6875,404.4463,159.6501,182.285257894737,25.3179,23.105425,96.6963,195.3606,48.2718,95.1462,130.2572,215.2485,24.0334,132.6083,151.17935,130.9627,96.7801,132.526,30.7354,113.246233333333,144.9025,167.801,154.7346,177.4044,70.5096
SOCS2,57.0489,36.7658,40.0718,38.6371421052632,58.9776,62.421025,45.4218,44.4899,56.5313,88.5424,57.9117,32.6307,65.2812,33.946,62.55875,126.335,229.4572,46.757,45.4327,37.7695333333333,53.7781,55.0614,33.0497,51.4151,169.5221
TPP2,41.0615,70.1062,22.6034,38.0797684210526,46.5224,34.750425,37.06765,14.2883,22.1514,28.2505,73.4997,47.8874,56.5763,63.7866,66.5564,25.6824,26.4895,47.2314,46.5941,148.5248,27.5529,43.4546,46.2107,41.3482,29.5855
CDC40,49.90435,97.9659,44.9281,54.1123736842105,44.2022,41.358475,37.2841,36.5026,39.5421,22.3921,66.5012,47.508,43.7316,46.5174,36.862,29.7017,45.2717,51.8114,49.1153,36.1429333333333,50.5173,47.5185,50.1839,42.9307,41.9713
PCF11,33.8804,75.1529,29.4965,48.6719842105263,58.5172,43.2235,48.5395,20.254,25.0536,19.3466,56.4247,44.37305,32.7728,50.8943,30.58415,22.665,22.242,51.5088,49.0822,50.3818333333333,26.5757,34.4164,40.333,34.1412,48.7703
RPS6KA1,85.6127,466.2402,152.5248,67.2124157894737,47.005,97.0535,83.1095,78.1254,66.8212,125.2641,79.9471,41.98895,50.8036,81.8621,61.35975,35.792,33.8225,81.3443,97.5979,36.2789,82.3189,68.664,37.9638,66.0452,36.8063
SRSF5,184.98005,309.3577,100.3961,217.703784210526,162.2594,112.789625,77.8404,97.6961,37.2898,84.9947,488.0848,120.87,227.9456,289.97,164.0967,209.4829,129.4778,243.1333,145.5974,165.667233333333,279.0345,179.0722,220.9247,191.5854,203.836
APOE,1140.09185,12.8871,80.6477,432.235473684211,111.8538,160.723525,274.5189,896.02,3392.1514,608.6677,399.7146,24.24325,148.9075,158.7713,55.00605,103.6598,73.7897,81.5842,105.4478,126.7524,179.48,115.7222,27.9127,41.9922,124.5146
GOLGA1,60.3972,64.5228,64.1015,58.6936421052632,58.8005,49.133425,42.8446,29.4269,56.4567,47.8055,75.5587,44.34615,72.8822,75.3707,80.67115,47.8558,75.1158,65.8213,59.5634,102.738,55.0421,60.7713,31.8254,72.4642,51.9589
DGKA,66.748,86.5252,129.9944,70.8103631578948,78.1542,86.080275,72.88885,61.1541,48.7938,66.3988,193.6283,101.375,85.3819,158.9687,74.29285,99.8537,65.8002,85.2619,70.7339,76.4437666666667,338.4635,48.8209,98.1629,65.0856,56.4041
TBC1D4,140.3634,59.8186,39.5543,59.5010631578947,71.7428,80.981075,54.88685,72.9107,40.5917,30.5987,128.5517,90.68745,87.7737,111.4147,57.90855,58.5614,46.9064,123.8239,115.7323,49.2998,44.2079,92.4142,68.0152,67.4244,68.2324
ARRB2,24.11335,997.8368,258.025,44.5159684210526,16.7989,19.6775,53.2484,16.173,12.1483,113.5311,87.2679,10.29235,24.9993,57.7559,14.2896,66.6183,14.259,13.7564,14.6076,17.2973333333333,76.2008,11.0581,7.7991,23.2226,21.6626
KIF3C,85.33625,77.0597,98.1891,237.447763157895,60.1156,120.800925,91.1728,53.9792,54.3976,59.9633,59.4716,61.8888,60.739,32.5556,53.24935,44.8936,54.0359,55.0501,59.3321,45.5762,70.773,49.3635,56.464,50.4809,47.0654
FKBP2,79.35955,14.7063,10.3231,80.1868105263158,5.393,7.880525,36.0432,78.9283,189.5656,109.2194,41.367,38.4591,19.2497,6.2857,165.94555,150.3828,126.0334,13.7728,6.6664,24.1738666666667,65.3665,165.6183,15.8022,57.135,49.2128
CTBP1,175.2632,347.6763,161.3839,261.791715789474,70.2684,68.82755,134.6169,204.9303,354.1808,496.7287,241.6437,122.7572,79.1761,155.7601,163.713,243.1198,370.8087,143.4308,82.7668,114.879066666667,441.7958,244.4762,117.9724,179.9296,172.6576
HES1,59.23345,15.3305,25.224,44.115852631579,75.9212,57.892025,54.4211,104.2553,77.4896,158.6839,36.3824,70.5908,47.4689,60.5313,89.7866,147.3386,159.3,56.9557,190.9907,55.2868,45.9145,133.3766,126.0133,112.4057,48.849
